cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
207220,014-001,014-001,REP,REP,REP,REP,REP
207221,026-001,026-001,DEM,DEM,DEM,DEM,DEM
207222,026-001,026-001,DEM,DEM,DEM,DEM,DEM
207224,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207225,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207227,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207229,013-001,013-001,REP,REP,REP,REP,REP
207230,007-003,007-003,DEM,REP,DEM,DEM,REP
207231,001-001,001-001,DEM,DEM,DEM,DEM,DEM
207233,021-004,021-004,DEM,DEM,DEM,DEM,DEM
207235,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207238,002-003,002-003,LIB,REP,REP,REP,REP
207239,009-001,009-001,DEM,DEM,DEM,DEM,DEM
207240,025-001,025-001,REP,REP,REP,REP,REP
207241,001-003,001-003,NA,DEM,DEM,DEM,DEM
207242,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207243,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207245,007-003,007-003,undervote,REP,DEM,DEM,REP
207247,002-007,002-007,DEM,DEM,DEM,DEM,DEM
207248,002-007,002-007,DEM,DEM,DEM,DEM,DEM
207252,018-003,018-003,REP,REP,REP,REP,REP
207254,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207255,002-005,002-005,REP,DEM,REP,DEM,DEM
207256,002-010,002-010,REP,REP,REP,REP,DEM
207259,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207260,002-005,002-005,DEM,DEM,DEM,DEM,DEM
207261,002-014,002-014,REP,DEM,DEM,DEM,DEM
207263,009-004,009-004,REP,REP,REP,REP,REP
207264,015-002,015-002,DEM,DEM,DEM,DEM,DEM
207266,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207269,012-001,012-001,REP,REP,REP,REP,REP
207270,005-001,005-001,DEM,DEM,DEM,DEM,DEM
207271,002-006,002-006,REP,REP,REP,REP,REP
207274,009-007,009-007,REP,REP,REP,REP,REP
207276,013-001,013-001,undervote,REP,REP,DEM,DEM
207277,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207278,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207279,002-018,002-018,DEM,DEM,DEM,DEM,DEM
207280,009-008,009-008,DEM,DEM,DEM,DEM,DEM
207283,007-004,007-004,DEM,DEM,DEM,DEM,DEM
207285,002-006,002-006,DEM,DEM,DEM,DEM,REP
207286,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207287,005-001,005-001,DEM,DEM,DEM,DEM,DEM
207288,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207292,009-003,009-003,REP,REP,REP,REP,REP
207293,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207294,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207295,001-003,001-003,DEM,DEM,DEM,DEM,DEM
207297,002-005,002-005,REP,DEM,DEM,DEM,DEM
207301,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207303,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207305,002-003,002-003,DEM,REP,REP,REP,DEM
207306,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207311,002-002,002-002,DEM,DEM,DEM,DEM,DEM
207313,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207314,002-008,002-008,DEM,DEM,DEM,DEM,DEM
207315,002-006,002-006,REP,REP,REP,REP,REP
207316,013-001,013-001,REP,REP,REP,REP,REP
207317,002-015,002-015,REP,REP,REP,REP,REP
207319,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207320,022-001,022-001,DEM,DEM,DEM,DEM,DEM
207323,013-001,013-001,REP,REP,REP,REP,REP
207324,007-001,007-001,REP,REP,REP,REP,REP
207328,002-015,002-015,DEM,REP,DEM,DEM,DEM
207329,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207332,007-007,007-007,REP,REP,REP,REP,REP
207333,024-002,024-002,DEM,DEM,DEM,DEM,DEM
207334,021-004,021-004,REP,REP,REP,REP,REP
207337,007-003,007-003,undervote,REP,DEM,DEM,REP
207338,002-007,002-007,DEM,DEM,DEM,DEM,DEM
207339,023-001,023-001,DEM,DEM,DEM,DEM,DEM
207341,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207344,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207345,002-013,002-013,DEM,REP,DEM,DEM,DEM
207346,009-001,009-001,DEM,DEM,DEM,DEM,DEM
207349,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207355,021-004,021-004,REP,REP,REP,REP,REP
207356,003-002,003-002,DEM,DEM,DEM,DEM,DEM
207357,014-001,014-001,REP,REP,REP,REP,REP
207358,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207359,005-001,005-001,DEM,DEM,DEM,DEM,DEM
207360,002-002,002-002,DEM,DEM,DEM,DEM,DEM
207362,010-001,010-001,REP,REP,REP,REP,REP
207365,023-005,023-005,DEM,DEM,DEM,DEM,DEM
207366,002-013,002-013,DEM,DEM,DEM,DEM,DEM
207367,002-004,002-004,DEM,DEM,DEM,DEM,DEM
207370,003-003,003-003,REP,REP,REP,REP,REP
207375,005-001,005-001,DEM,DEM,DEM,DEM,DEM
207379,024-002,024-002,DEM,REP,DEM,DEM,DEM
207380,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207381,009-005,009-005,DEM,DEM,DEM,DEM,DEM
207384,021-003,021-003,DEM,DEM,DEM,DEM,DEM
207385,021-002,021-002,REP,REP,DEM,REP,DEM
207388,002-002,002-002,DEM,DEM,DEM,DEM,DEM
207389,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207396,002-010,002-010,REP,REP,REP,REP,REP
207399,021-001,021-001,DEM,DEM,DEM,DEM,DEM
207403,003-002,003-002,REP,REP,REP,REP,REP
207405,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207406,002-017,002-017,DEM,DEM,DEM,DEM,DEM
207407,006-001,006-001,DEM,DEM,DEM,DEM,DEM
207414,001-001,001-001,DEM,DEM,DEM,DEM,DEM
207416,009-002,009-002,REP,REP,REP,REP,REP
207422,018-001,018-001,DEM,DEM,DEM,DEM,DEM
207424,017-001,017-001,DEM,DEM,REP,DEM,DEM
207425,018-002,018-002,REP,REP,REP,REP,REP
207427,015-002,015-002,DEM,undervote,undervote,DEM,DEM
207428,018-003,018-003,DEM,DEM,DEM,DEM,DEM
207432,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207433,018-002,018-002,DEM,REP,DEM,DEM,DEM
207434,002-005,002-005,DEM,REP,DEM,REP,DEM
207437,019-001,019-001,REP,REP,REP,REP,REP
207441,003-002,003-002,REP,REP,REP,REP,REP
207443,002-008,002-008,DEM,DEM,DEM,DEM,DEM
207445,002-003,002-003,DEM,REP,DEM,DEM,DEM
207446,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207447,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207448,026-002,026-002,REP,DEM,DEM,DEM,DEM
207450,003-002,003-002,LIB,REP,REP,REP,REP
207454,023-001,023-001,DEM,DEM,REP,DEM,DEM
207455,007-007,007-007,DEM,DEM,DEM,DEM,DEM
207456,009-009,009-009,REP,REP,REP,REP,REP
207457,002-016,002-016,DEM,DEM,DEM,DEM,DEM
207458,015-002,015-002,REP,REP,REP,REP,REP
207459,002-003,002-003,DEM,DEM,DEM,DEM,DEM
207463,021-001,021-001,REP,REP,REP,REP,REP
207464,012-001,012-001,WCP,DEM,DEM,DEM,DEM
207465,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207467,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207469,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207474,005-001,005-001,REP,REP,REP,REP,REP
207475,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207479,009-001,009-001,DEM,REP,REP,REP,REP
207480,021-003,021-003,DEM,DEM,DEM,DEM,DEM
207481,020-001,020-001,REP,REP,REP,REP,REP
207482,002-015,002-015,REP,REP,REP,REP,REP
207483,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207484,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207488,003-002,003-002,DEM,DEM,DEM,DEM,DEM
207493,002-004,002-004,DEM,DEM,DEM,DEM,DEM
207495,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207496,002-013,002-013,DEM,DEM,DEM,DEM,DEM
207497,021-002,021-002,REP,REP,REP,REP,REP
207498,018-001,018-001,DEM,DEM,DEM,DEM,DEM
207502,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207505,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207509,002-002,002-002,REP,REP,REP,REP,REP
207511,010-002,010-002,DEM,DEM,DEM,DEM,DEM
207512,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207513,021-003,021-003,REP,REP,REP,DEM,undervote
207516,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207517,023-005,023-005,DEM,DEM,DEM,DEM,DEM
207519,021-007,021-007,DEM,DEM,REP,DEM,DEM
207521,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207522,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207525,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207527,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207529,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207531,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207532,002-013,002-013,REP,REP,REP,REP,REP
207534,009-005,009-005,DEM,DEM,DEM,DEM,DEM
207535,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207538,009-005,009-005,REP,REP,REP,REP,REP
207539,001-002,001-002,DEM,DEM,DEM,DEM,DEM
207543,002-013,002-013,DEM,DEM,DEM,DEM,DEM
207544,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207547,002-001,002-001,DEM,REP,REP,DEM,DEM
207548,009-005,009-005,DEM,DEM,DEM,DEM,DEM
207549,005-001,005-001,DEM,DEM,DEM,DEM,DEM
207550,002-010,002-010,DEM,undervote,undervote,DEM,DEM
207552,003-002,003-002,DEM,DEM,DEM,DEM,DEM
207553,009-005,009-005,DEM,DEM,DEM,DEM,DEM
207555,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207558,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207559,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207562,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207566,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207569,002-003,002-003,REP,REP,REP,REP,REP
207570,002-007,002-007,REP,REP,REP,REP,REP
207571,002-015,002-015,REP,REP,REP,REP,REP
207573,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207574,002-006,002-006,REP,REP,REP,REP,REP
207575,009-001,009-001,undervote,REP,REP,REP,REP
207576,002-005,002-005,REP,REP,REP,REP,REP
207578,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207581,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207585,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207587,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207590,002-014,002-014,DEM,DEM,DEM,DEM,DEM
207592,002-001,002-001,DEM,DEM,DEM,DEM,DEM
207596,009-007,009-007,DEM,REP,DEM,DEM,DEM
207599,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207604,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207605,018-003,018-003,DEM,DEM,DEM,DEM,DEM
207608,007-007,007-007,DEM,DEM,DEM,DEM,DEM
207609,002-004,002-004,DEM,DEM,DEM,DEM,DEM
207610,001-002,001-002,REP,REP,REP,REP,REP
207611,009-008,009-008,DEM,DEM,DEM,DEM,DEM
207612,003-002,003-002,DEM,DEM,DEM,DEM,DEM
207615,002-014,002-014,DEM,DEM,DEM,DEM,DEM
207616,016-001,016-001,DEM,DEM,DEM,DEM,DEM
207617,008-001,008-001,DEM,DEM,DEM,DEM,DEM
207618,002-014,002-014,DEM,DEM,DEM,DEM,DEM
207619,010-001,010-001,REP,REP,REP,REP,REP
207621,009-001,009-001,DEM,DEM,DEM,DEM,DEM
207623,015-001,015-001,REP,REP,REP,REP,REP
207624,002-003,002-003,REP,REP,REP,REP,REP
207625,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207626,002-005,002-005,DEM,DEM,DEM,DEM,DEM
207628,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207634,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207635,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207638,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207639,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207640,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207645,015-002,015-002,DEM,DEM,DEM,DEM,DEM
207646,011-001,011-001,REP,REP,REP,REP,REP
207650,002-016,002-016,REP,REP,REP,REP,REP
207651,023-005,023-005,DEM,DEM,DEM,DEM,DEM
207653,003-002,003-002,LIB,REP,REP,REP,REP
207654,002-015,002-015,REP,REP,REP,REP,REP
207655,002-013,002-013,DEM,DEM,DEM,DEM,DEM
207657,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207659,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207664,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207666,009-001,009-001,DEM,DEM,DEM,DEM,DEM
207669,002-011,002-011,REP,REP,REP,REP,REP
207670,007-004,007-004,DEM,DEM,DEM,DEM,DEM
207672,021-001,021-001,LIB,REP,REP,REP,REP
207673,001-001,001-001,DEM,DEM,DEM,DEM,DEM
207676,002-005,002-005,DEM,undervote,DEM,DEM,DEM
207678,003-001,003-001,DEM,DEM,DEM,DEM,DEM
207679,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207680,023-005,023-005,DEM,DEM,DEM,DEM,DEM
207682,021-003,021-003,REP,REP,REP,DEM,REP
207683,017-001,017-001,DEM,DEM,DEM,REP,REP
207687,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207689,002-004,002-004,DEM,DEM,DEM,DEM,DEM
207690,002-016,002-016,DEM,DEM,DEM,DEM,DEM
207691,024-002,024-002,REP,REP,REP,REP,REP
207693,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207697,001-001,001-001,DEM,DEM,DEM,DEM,DEM
207698,026-001,026-001,DEM,DEM,DEM,DEM,DEM
207699,015-002,015-002,DEM,DEM,DEM,DEM,DEM
207700,002-005,002-005,DEM,undervote,DEM,DEM,DEM
207702,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207704,023-001,023-001,DEM,DEM,DEM,DEM,DEM
207709,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207711,002-006,002-006,DEM,DEM,DEM,DEM,DEM
207712,024-001,024-001,DEM,DEM,DEM,DEM,DEM
207713,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207715,007-004,007-004,DEM,DEM,DEM,DEM,DEM
207719,002-015,002-015,REP,REP,REP,REP,REP
207728,026-001,026-001,DEM,DEM,DEM,DEM,DEM
207729,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207730,013-001,013-001,REP,REP,REP,REP,REP
207732,018-002,018-002,REP,REP,REP,REP,REP
207735,009-002,009-002,REP,REP,REP,REP,REP
207737,002-017,002-017,DEM,DEM,DEM,DEM,DEM
207739,006-001,006-001,REP,REP,REP,REP,REP
207741,025-001,025-001,DEM,DEM,DEM,DEM,DEM
207745,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207747,002-013,002-013,REP,REP,REP,REP,REP
207748,015-002,015-002,DEM,DEM,DEM,DEM,DEM
207752,026-001,026-001,DEM,DEM,DEM,DEM,DEM
207753,009-005,009-005,REP,REP,REP,REP,REP
207754,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207755,002-003,002-003,DEM,DEM,DEM,DEM,DEM
207756,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207757,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207765,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207766,002-005,002-005,DEM,DEM,DEM,DEM,DEM
207767,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207772,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207775,002-003,002-003,DEM,DEM,DEM,DEM,DEM
207776,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207777,009-002,009-002,REP,REP,REP,REP,REP
207778,011-001,011-001,REP,REP,REP,REP,REP
207783,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207784,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207785,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207789,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207793,021-007,021-007,REP,REP,REP,REP,REP
207795,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207796,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207797,018-003,018-003,REP,REP,REP,REP,REP
207798,013-001,013-001,REP,REP,REP,REP,REP
207799,002-001,002-001,REP,REP,REP,REP,REP
207800,002-008,002-008,REP,REP,REP,REP,REP
207803,024-001,024-001,REP,REP,REP,REP,REP
207804,024-002,024-002,DEM,DEM,DEM,DEM,DEM
207808,026-001,026-001,REP,REP,REP,REP,REP
207809,009-008,009-008,LIB,REP,REP,REP,REP
207817,008-001,008-001,REP,REP,REP,REP,REP
207821,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207826,001-003,001-003,DEM,DEM,REP,DEM,DEM
207827,021-004,021-004,DEM,DEM,DEM,DEM,DEM
207828,002-008,002-008,REP,REP,REP,REP,REP
207838,009-006,009-006,REP,REP,REP,REP,undervote
207839,002-001,002-001,DEM,DEM,DEM,DEM,DEM
207840,021-003,021-003,DEM,DEM,DEM,DEM,DEM
207841,009-009,009-009,DEM,DEM,DEM,DEM,DEM
207842,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207844,011-001,011-001,WCP,DEM,DEM,DEM,DEM
207846,009-008,009-008,DEM,DEM,DEM,DEM,DEM
207848,021-002,021-002,DEM,DEM,DEM,DEM,DEM
207849,009-004,009-004,REP,REP,REP,REP,REP
207850,009-009,009-009,DEM,REP,DEM,DEM,DEM
207851,008-001,008-001,DEM,DEM,DEM,DEM,DEM
207854,002-002,002-002,DEM,DEM,DEM,DEM,DEM
207855,005-001,005-001,REP,REP,REP,REP,REP
207858,021-004,021-004,DEM,DEM,DEM,DEM,DEM
207860,001-003,001-003,DEM,DEM,DEM,DEM,DEM
207862,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207863,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207864,023-001,023-001,REP,REP,REP,REP,REP
207866,002-014,002-014,DEM,DEM,DEM,DEM,DEM
207868,002-005,002-005,DEM,DEM,DEM,DEM,DEM
207869,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207870,007-001,007-001,REP,REP,REP,REP,REP
207873,018-002,018-002,DEM,DEM,DEM,DEM,DEM
207875,009-004,009-004,REP,REP,REP,REP,REP
207877,002-015,002-015,REP,REP,REP,REP,REP
207878,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207880,007-002,007-002,REP,DEM,DEM,DEM,DEM
207881,001-003,001-003,DEM,DEM,REP,DEM,DEM
207882,002-007,002-007,DEM,DEM,DEM,DEM,DEM
207885,002-015,002-015,DEM,REP,DEM,DEM,DEM
207886,023-001,023-001,DEM,DEM,DEM,DEM,DEM
207889,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207890,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207893,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207894,001-002,001-002,DEM,REP,DEM,DEM,DEM
207896,002-007,002-007,DEM,DEM,DEM,DEM,DEM
207897,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207899,002-015,002-015,DEM,DEM,DEM,DEM,DEM
207901,002-003,002-003,DEM,DEM,DEM,DEM,DEM
207904,009-004,009-004,REP,REP,REP,REP,REP
207905,013-001,013-001,DEM,DEM,DEM,DEM,DEM
207907,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207911,014-001,014-001,REP,REP,REP,REP,REP
207913,015-002,015-002,LIB,DEM,DEM,DEM,DEM
207914,017-001,017-001,DEM,DEM,DEM,DEM,DEM
207917,002-015,002-015,DEM,REP,DEM,DEM,DEM
207918,007-001,007-001,REP,REP,REP,REP,REP
207919,002-005,002-005,DEM,DEM,DEM,DEM,DEM
207922,023-001,023-001,DEM,DEM,DEM,DEM,DEM
207923,002-005,002-005,DEM,REP,DEM,REP,undervote
207924,009-004,009-004,DEM,DEM,DEM,DEM,DEM
207925,002-018,002-018,DEM,DEM,DEM,DEM,DEM
207926,009-007,009-007,REP,REP,REP,REP,REP
207928,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207929,026-001,026-001,DEM,DEM,REP,DEM,DEM
207930,002-002,002-002,DEM,DEM,DEM,DEM,DEM
207931,011-001,011-001,DEM,DEM,DEM,DEM,DEM
207934,009-007,009-007,undervote,REP,REP,REP,REP
207935,009-001,009-001,DEM,DEM,DEM,DEM,DEM
207936,012-001,012-001,DEM,DEM,DEM,DEM,DEM
207938,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207939,007-003,007-003,DEM,DEM,DEM,DEM,DEM
207940,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207941,009-002,009-002,DEM,DEM,DEM,DEM,DEM
207942,007-002,007-002,DEM,DEM,DEM,DEM,DEM
207943,009-004,009-004,REP,REP,REP,REP,REP
207944,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207945,002-011,002-011,DEM,DEM,DEM,DEM,DEM
207946,009-009,009-009,DEM,DEM,DEM,DEM,DEM
207947,009-004,009-004,DEM,REP,DEM,DEM,DEM
207952,018-001,018-001,REP,REP,REP,REP,REP
207954,009-007,009-007,REP,REP,REP,REP,REP
207956,007-001,007-001,DEM,DEM,DEM,DEM,DEM
207962,021-003,021-003,REP,REP,REP,REP,REP
207968,009-007,009-007,DEM,DEM,DEM,DEM,DEM
207969,002-004,002-004,DEM,DEM,DEM,DEM,DEM
207971,013-001,013-001,DEM,DEM,REP,DEM,DEM
207975,002-010,002-010,DEM,DEM,DEM,DEM,DEM
207982,014-001,014-001,REP,REP,REP,REP,REP
207985,009-007,009-007,undervote,REP,REP,REP,REP
207987,002-015,002-015,DEM,REP,DEM,DEM,DEM
207988,014-001,014-001,DEM,DEM,DEM,DEM,DEM
207989,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207992,007-001,007-001,REP,REP,REP,REP,REP
207996,020-001,020-001,DEM,DEM,DEM,DEM,DEM
207998,026-001,026-001,REP,REP,REP,REP,REP
207999,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208001,009-002,009-002,DEM,DEM,DEM,DEM,DEM
208004,009-007,009-007,DEM,DEM,DEM,DEM,DEM
208006,018-001,018-001,REP,REP,REP,REP,REP
208007,002-018,002-018,DEM,DEM,DEM,DEM,DEM
208009,007-001,007-001,DEM,REP,DEM,DEM,DEM
208012,001-001,001-001,DEM,DEM,DEM,DEM,DEM
208013,017-001,017-001,DEM,DEM,DEM,DEM,DEM
208015,002-001,002-001,REP,DEM,DEM,DEM,DEM
208018,024-002,024-002,DEM,DEM,DEM,DEM,DEM
208021,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208023,002-002,002-002,DEM,undervote,DEM,DEM,DEM
208026,024-005,024-005,DEM,DEM,DEM,DEM,DEM
208027,009-002,009-002,REP,REP,REP,REP,DEM
208032,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208033,014-001,014-001,DEM,DEM,DEM,DEM,DEM
208034,002-008,002-008,DEM,DEM,DEM,DEM,DEM
208035,012-001,012-001,DEM,DEM,DEM,DEM,DEM
208036,009-003,009-003,DEM,DEM,DEM,DEM,DEM
208046,001-001,001-001,DEM,DEM,DEM,DEM,DEM
208048,021-003,021-003,DEM,DEM,DEM,DEM,DEM
208051,021-002,021-002,DEM,DEM,DEM,DEM,DEM
208052,010-001,010-001,DEM,DEM,DEM,DEM,DEM
208057,016-001,016-001,DEM,DEM,DEM,DEM,DEM
208061,009-009,009-009,DEM,DEM,DEM,DEM,DEM
208063,009-004,009-004,DEM,DEM,DEM,DEM,DEM
208065,009-007,009-007,REP,REP,REP,REP,REP
208068,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208071,002-014,002-014,NA,REP,REP,REP,REP
208072,001-001,001-001,DEM,DEM,DEM,DEM,DEM
208074,009-007,009-007,REP,REP,REP,REP,REP
208078,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208083,002-014,002-014,DEM,DEM,DEM,DEM,DEM
208084,002-004,002-004,DEM,DEM,DEM,DEM,DEM
208086,002-010,002-010,DEM,REP,DEM,DEM,DEM
208090,009-007,009-007,DEM,REP,DEM,DEM,REP
208093,023-001,023-001,DEM,DEM,DEM,DEM,DEM
208094,024-002,024-002,DEM,DEM,DEM,DEM,DEM
208095,009-007,009-007,DEM,DEM,DEM,DEM,DEM
208096,024-002,024-002,DEM,DEM,DEM,DEM,DEM
208097,002-005,002-005,GRE,DEM,DEM,DEM,DEM
208099,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208100,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208102,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208105,002-003,002-003,DEM,DEM,DEM,DEM,DEM
208108,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208110,015-002,015-002,REP,REP,REP,REP,REP
208112,003-001,003-001,DEM,DEM,DEM,DEM,DEM
208113,024-003,024-003,DEM,DEM,DEM,DEM,DEM
208114,002-001,002-001,DEM,DEM,DEM,DEM,DEM
208115,002-015,002-015,DEM,REP,REP,DEM,DEM
208116,002-008,002-008,DEM,DEM,DEM,DEM,DEM
208117,002-016,002-016,REP,REP,REP,REP,REP
208118,002-013,002-013,REP,REP,REP,REP,REP
208119,002-010,002-010,DEM,DEM,DEM,DEM,DEM
208122,014-001,014-001,REP,REP,REP,REP,REP
208123,001-002,001-002,DEM,DEM,DEM,DEM,DEM
208124,021-001,021-001,DEM,DEM,DEM,DEM,DEM
208125,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208127,002-018,002-018,DEM,DEM,DEM,DEM,DEM
208133,024-001,024-001,undervote,DEM,DEM,DEM,DEM
208134,003-002,003-002,DEM,DEM,DEM,DEM,DEM
208135,019-001,019-001,REP,REP,REP,REP,REP
208136,025-001,025-001,DEM,DEM,DEM,DEM,DEM
208140,018-003,018-003,undervote,undervote,undervote,undervote,undervote
208143,002-017,002-017,DEM,DEM,DEM,REP,DEM
208145,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208149,002-015,002-015,REP,REP,DEM,DEM,DEM
208150,003-003,003-003,DEM,DEM,DEM,DEM,DEM
208153,007-007,007-007,DEM,REP,REP,REP,DEM
208161,002-007,002-007,DEM,DEM,DEM,DEM,DEM
208165,026-002,026-002,DEM,DEM,DEM,DEM,DEM
208168,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208171,017-001,017-001,DEM,DEM,DEM,DEM,DEM
208172,006-001,006-001,DEM,undervote,DEM,undervote,REP
208174,001-001,001-001,DEM,DEM,DEM,DEM,undervote
208175,005-001,005-001,DEM,DEM,DEM,DEM,DEM
208180,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208184,016-001,016-001,DEM,DEM,DEM,DEM,DEM
208185,002-003,002-003,DEM,DEM,DEM,DEM,DEM
208186,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208188,013-001,013-001,DEM,DEM,DEM,DEM,DEM
208189,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208190,002-014,002-014,REP,REP,REP,REP,REP
