"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Write-In?","Early Votes","Early Votes Against","Election Night Votes","Election Night Votes Against","Mail-In Ballot 1 Votes","Mail-In Ballot 1 Votes Against","Provisional Votes","Provisional Votes Against","Mail-In Ballot 2 Votes","Mail-In Ballot 2 Votes Against" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Senator","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","U.S. Congress","04","Glenn F. Ivey","DEM","Y","","12","","17","","2","","7","","15","" 
"17","Prince George's County","021-020","04","21","U.S. Congress","04","George McDermott","REP","","","2","","2","","0","","0","","1","" 
"17","Prince George's County","021-020","04","21","U.S. Congress","04","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","County Council At Large","","Jolene Ivey","DEM","Y","","10","","14","","2","","7","","14","" 
"17","Prince George's County","021-020","04","21","County Council At Large","","Michael Riker","REP","","","3","","4","","0","","0","","1","" 
"17","Prince George's County","021-020","04","21","County Council At Large","","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Darren Sebastian Johnson","JUD","Y","","7","","10","","1","","7","","4","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Stenise LaNez Rolle","JUD","Y","","6","","11","","1","","3","","11","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Michael Sheehan","JUD","","","4","","8","","0","","1","","3","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Cheri Nicole Simpkins","JUD","Y","","9","","11","","1","","6","","10","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Donnell Wilfred Turner","JUD","Y","","5","","10","","1","","1","","7","" 
"17","Prince George's County","021-020","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Other Write-Ins","","","Y","0","","0","","0","","0","","1","" 
"17","Prince George's County","021-020","04","21","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","9","0","16","2","1","0","6","0","9","2" 
"17","Prince George's County","021-020","04","21","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","8","1","15","2","1","0","6","0","8","2" 
"17","Prince George's County","021-020","04","21","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","8","1","16","1","1","0","6","0","11","0" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","23","","38","","6","","6","","8","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","6","","16","","2","","5","","3","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","0","","0","","0","","0","","2","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","1","","2","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","0","","3","","0","","0","","1","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","President - Vice Pres","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Angela Alsobrooks","DEM","Y","","21","","36","","6","","4","","5","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Larry Hogan","REP","","","10","","24","","2","","5","","10","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Mike Scott","LIB","","","0","","2","","0","","2","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Senator","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","U.S. Congress","04","Glenn F. Ivey","DEM","Y","","20","","44","","6","","5","","10","" 
"17","Prince George's County","021-021","04","21","U.S. Congress","04","George McDermott","REP","","","6","","13","","2","","5","","4","" 
"17","Prince George's County","021-021","04","21","U.S. Congress","04","Other Write-Ins","","","Y","1","","2","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","County Council At Large","","Jolene Ivey","DEM","Y","","21","","41","","6","","5","","9","" 
"17","Prince George's County","021-021","04","21","County Council At Large","","Michael Riker","REP","","","5","","13","","2","","5","","3","" 
"17","Prince George's County","021-021","04","21","County Council At Large","","Other Write-Ins","","","Y","1","","2","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Darren Sebastian Johnson","JUD","Y","","18","","33","","2","","6","","8","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Stenise LaNez Rolle","JUD","Y","","16","","24","","6","","2","","7","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Michael Sheehan","JUD","","","11","","23","","5","","3","","5","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Cheri Nicole Simpkins","JUD","Y","","19","","27","","4","","5","","6","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Donnell Wilfred Turner","JUD","Y","","11","","28","","4","","4","","9","" 
"17","Prince George's County","021-021","04","21","Judge Circuit Court","Prince George's County Circuit Court 07","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"17","Prince George's County","021-021","04","21","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","21","3","39","12","5","0","9","0","9","2" 
"17","Prince George's County","021-021","04","21","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","22","1","39","12","4","0","6","3","9","2" 
"17","Prince George's County","021-021","04","21","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","22","0","39","15","4","1","7","1","8","3" 
"17","Prince George's County","021-021","04","21","Board of Education","001","Tiffini L. Andorful","NON","Y","","10","","33","","2","","1","","5","" 
"17","Prince George's County","021-021","04","21","Board of Education","001","Donna S. Barriteau","NON","","","12","","18","","3","","5","","3","" 
"17","Prince George's County","021-021","04","21","Board of Education","001","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","2","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","0","","2","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","President - Vice Pres","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Angela Alsobrooks","DEM","Y","","3","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Larry Hogan","REP","","","0","","2","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Mike Scott","LIB","","","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Senator","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Congress","08","Jamie Raskin","DEM","Y","","3","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Congress","08","Cheryl Riley","REP","","","0","","2","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Congress","08","Nancy Wallace","GRN","","","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","U.S. Congress","08","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","County Council At Large","","Jolene Ivey","DEM","Y","","3","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","County Council At Large","","Michael Riker","REP","","","0","","2","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","County Council At Large","","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Darren Sebastian Johnson","JUD","Y","","1","","1","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Stenise LaNez Rolle","JUD","Y","","2","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Michael Sheehan","JUD","","","2","","2","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Cheri Nicole Simpkins","JUD","Y","","2","","1","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Donnell Wilfred Turner","JUD","Y","","1","","1","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Judge Circuit Court","Prince George's County Circuit Court 07","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","3","0","0","2","0","0","0","0","0","0" 
"17","Prince George's County","021-022","08","47B","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","3","0","0","2","0","0","0","0","0","0" 
"17","Prince George's County","021-022","08","47B","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","3","0","0","2","0","0","0","0","0","0" 
"17","Prince George's County","021-022","08","47B","Board of Education","001","Tiffini L. Andorful","NON","Y","","2","","1","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Board of Education","001","Donna S. Barriteau","NON","","","1","","1","","0","","0","","0","" 
"17","Prince George's County","021-022","08","47B","Board of Education","001","Other Write-Ins","","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","65","","119","","60","","45","","9","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","269","","662","","52","","84","","9","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","2","","4","","0","","1","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","1","","2","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","1","","8","","1","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","1","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","President - Vice Pres","","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Angela Alsobrooks","DEM","Y","","47","","92","","52","","32","","6","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Larry Hogan","REP","","","268","","652","","61","","90","","11","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Mike Scott","LIB","","","9","","51","","1","","5","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Billy Bridges","UNA","","Y","1","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Senator","","Other Write-Ins","","","Y","2","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Congress","01","Blane H. Miller, III","DEM","","","50","","121","","54","","37","","6","" 
"18","Queen Anne's County","001-001","01","36","U.S. Congress","01","Andy Harris","REP","Y","","263","","621","","57","","69","","6","" 
"18","Queen Anne's County","001-001","01","36","U.S. Congress","01","Joshua W. O'Brien","LIB","","","9","","26","","1","","5","","0","" 
"18","Queen Anne's County","001-001","01","36","U.S. Congress","01","Other Write-Ins","","","Y","1","","0","","0","","0","","0","" 
"18","Queen Anne's County","001-001","01","36","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","208","62","509","153","68","11","63","24","7","1" 
"18","Queen Anne's County","001-001","01","36","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","210","61","507","148","63","13","61","28","7","1" 
"18","Queen Anne's County","001-001","01","36","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","208","61","494","155","66","10","60","26","7","1" 
"18","Queen Anne's County","001-001","01","36","Appeals Judge MD","01","Stephen H. Kehoe","JUD","Y","","212","54","517","134","61","14","32","17","7","1" 
"18","Queen Anne's County","001-001","01","36","Board of Education","002","Mathew Drayer","NON","Y","","120","","292","","28","","14","","5","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","002","Richard ""Dick"" Smith","NON","","","129","","315","","39","","13","","3","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","002","Other Write-Ins","","","Y","7","","7","","3","","2","","0","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","003","Carrie Sutherland","NON","Y","","224","","565","","52","","24","","7","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","003","Other Write-Ins","","","Y","6","","11","","3","","1","","0","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","004","Kendra L. Eichler","NON","Y","","219","","557","","50","","23","","7","" 
"18","Queen Anne's County","001-001","01","36","Board of Education","004","Other Write-Ins","","","Y","8","","13","","3","","1","","0","" 
"18","Queen Anne's County","002-001","01","36","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","228","","358","","292","","26","","6","" 
"18","Queen Anne's County","002-001","01","36","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","589","","922","","165","","27","","6","" 
"18","Queen Anne's County","002-001","01","36","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","6","","7","","0","","0","","0","" 
"18","Queen Anne's County","002-001","01","36","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","5","","9","","1","","0","","0","" 
"18","Queen Anne's County","002-001","01","36","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","7","","12","","2","","0","","0","" 
